"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
"Jefferson Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,376950,392450,405000,405000,394500,410000,435000,460000,487411.5,487411.5,487411.5,499000,524999.5,475000,475000,514950,550000,554500
"Capitol Hill","Washington","DC","Washington","District of Columbia",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539500,529950,568500,579450,527337.5,528775,536450,549950,549900,599000,599900,599900,599900,656500,687000,649999.5,685000,649999,550000,597000,640000,619999,624900,644000,672000,672250,649450,609750,599450,574900,559000,6e+05,625000,634500,654750,649000,672500,697000,649900,629950,662000,639750
"The Lakes","Las Vegas","NV","Las Vegas","Clark",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,250000,250000,254950,265000,269000,269585.5,265000,279992,279500,298500,298900,298900,298950,295000,297900,294900,295000,299850,299900,299999,299999,315000,329992.5,339500,340000,339500,339700
"Spring Branch Central","Houston","TX","Houston","Harris",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339500,334900,342490,349000,349000,354900,350000,350000,349900,339450,339985,347840
"Little Woods","New Orleans","LA","New Orleans","Orleans",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,122500,120000,125000,125000,129900,139000,135000,129900,134000,135000,130000,129900,130000,125000,114950,120000,120000,123000,115450,110000,119950,114450,125000,134950,144900,144000
"West Side","Long Beach","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000,289950,288000,302450,309500,318500,320000,335000,347000,335000,319900,323000,335000,340000,330000,304999.5,330000,329900,329900,329950,330000,340000,340000,340000,329500,339900
"Westwood","Cincinnati","OH","Cincinnati","Hamilton",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,74900,71085.5,69900,69900,69900,74200,79900,80000,79900,78800,75000,74700,71450,74900,78000,74700,75000,79900,79900,79250,79250,83125,84900,79900,79500,74900
"Tierrasanta","San Diego","CA","San Diego","San Diego",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446750,456950,469000,451250,465000,469000,443000,445000,469900,487000,439700,435000,459900,459900,449450,469900,499500,5e+05,558000,544500,497500,569450,524500,509450,509450,592000,550000,527000
"Rhawnhurst","Philadelphia","PA","Philadelphia","Philadelphia",308,169900,169900,173900,182500,175000,173450,182700,174900,174200,172900,169900,169900,169900,168250,169000,167200,174900,174900,169900,169900,169900,174900,169900,168900,169449.5,169448.5,168950,160000,168900,161250,159900,155000,149985,150000,169900,169900,169900,173000,174900,178450,174989.5,175000,174949.5,174999.5,178450,178900,169950,169900,166950,169900,169900,169900,169900,169900,169900,169900,169900,169900,174900,167250,175000,177450,175000,173450,172500,174900,175000,169000,169900,169900,169450,167000,167000
"Eastside-ENACT","Tacoma","WA","Seattle","Pierce",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137225,139950,130000,135000,139000,141950,147975,149950,150000,155000,150000,145500,144950,131600,145000,149949.5,146150,144950,150000,155000,152000,164974.5,164950,160000,160000,164925,159950
"South Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000,67500,61600,62050,65000,64750,65000,68500,76500,78950,78950,70333,70333,69947.5,69700,69500,69000,69000,72500,78999.5,78000,91225,89950,88000,92500,92000,90800
"Briarwood","New York","NY","New York","Queens",311,,,245000,249900,245000,239499.5,239999,225000,233000,238000,230000,229500,223950,198888,198888,194194,196500,195000,189900,188888,189000,185000,185000,179000,178000,175000,169900,179000,175000,168999,165000,169000,159500,159000,170000,170000,173000,188000,169000,179000,179000,180000,179943.5,178000,180000,180000,175000,178944,180000,180000,189000,189000,190000,189000,188000,189000,192000,190000,192000,190000,195000,195000,189900,189000,195000,196500,194500,193000,199000,199000,2e+05,202500,196944
"Greater Eastside","Saint Paul","MN","Minneapolis-St Paul","Ramsey",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,116900,125450,125000,129900,129900,132900,134900,135500,140000,139944,139900,134900,129999.5,134000,139900,139900,142450,144000,140000,144000,145000,148700,147793,147500,148400
"Garfield Ridge","Chicago","IL","Chicago","Cook",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,195000,199886.5,199000,220500,230000,230000,235449.5,226000,225000,219900,199900,196985,204971,212000,211900,229000,229900,229900,229900,229900,229900,234900,229900,229900,228500,229000
"Eagle Rock","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624000,599000,599000,599450,664500,689000,698000,672000,675000,612500,604000,647000,649000,699000,699000,689000,699450,7e+05,7e+05,719000,710000,719000,745000,709500,699450,729000,734500
"Brighton Beach","New York","NY","New York","Kings",315,379900,375000,397000,399000,410000,399000,409000,429000,439000,429000,404800,399000,379000,379000,399000,399000,399168,420000,455700,460500,475000,462000,461000,467000,449000,464500,475587.5,482000,479000,459000,439450,442318,438000,435000,464500,445000,487000,447000,439000,444368,447000,472000,472000,460000,534000,525888,540000,552500,564500,545000,530000,535000,530000,527444,545000,537500,575000,595400,595400,585000,574000,574000,592500,595000,599000,629450,607200,599000,599000,599000,581350,589000,575000
"Wrigley","Long Beach","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,390000,387450,409999,399900,407450,399900,399000,399900,399000,388750,406499.5,399450,369500,399945,425000,390000,427450,427450,450000,449900,449700,439500,462500,459900,474500,459500
"Northshore","Houston","TX","Houston","Harris",317,79900,78875,74900,75000,75000,79450,79000,78250,79900,79900,77000,77000,77000,79900,80000,79000,79000,76900,76900,78450,78450,75950,70000,70000,69900,69900,69900,71000,69900,69900,69900,65000,72900,77900,79900,79947.5,75000,76900,81250,81250,83500,84500,84000,84000,86400,87900,87900,84500,79900,84500,87500,84900,84950,90530,92000,91000,89700,90000,93000,95000,95000,99400,89700,88850,95000,98765,98882.5,99500,1e+05,105000,110250,112150,110250
"Auburndale","New York","NY","New York","Queens",318,569000,636500,627000,595000,579000,579000,569000,569000,579000,599000,598888,587000,572499.5,595000,582321,580000,579000,579000,579000,578500,595000,579000,575000,575000,575000,550000,528000,538000,522000,525000,539888,549000,550000,549000,569000,559000,549500,588000,559000,599000,599000,599000,593950,614444,617000,648000,679000,688000,646500,670000,667000,684000,688000,699000,704500,735000,748500,733500,725000,768888,749000,747000,749000,732000,749000,749499.5,739450,749000,799000,798500,778000,783944,799499.5
"Flatiron District","New York","NY","New York","New York",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e+06,2100000,2200000,2155000,2200000,2249500,2235000,2225000,2149500,2175000,2450000,2472500,2700000,2695000,2725000,2700000,2750000,2700000,2795000,2797495,2887999,2888995,2750000
"Laurelton","New York","NY","New York","Queens",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347449.5,349000,357000,369000,369000,350000,349999.5,360000,360000,360000,360000,360000,360000,359000,359000,359000,389000,379000,370000,375000,369999,359000,349999.5,349995,369000,377000,399000,425000,424999,399000,352500,369999.5,377000,385600,419000,419000,429900,439900
"Pacific Beach","San Diego","CA","San Diego","San Diego",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649950,649900,667500,649999.5,649000,630000,625000,649000,675000,649000,689900,729000,759000,699000,7e+05,649000,676500,650000,699000,699900
"Northeast","Anchorage","AK","Anchorage","Anchorage",322,189500,191900,199900,199900,2e+05,214950,209900,209900,209450,199950,193500,193500,190900,193700,199950,217250,207700,210000,206000,207750,199900,194000,190000,190000,202450,190000,191000,180900,184999,189900,185000,189000,179921,204000,218900,218900,216900,195000,205000,205000,220000,224000,220000,225000,230000,230950,228250,238500,247130,252500,247130,251900,253900,244950,235450,219900,218900,230000,227450,219500,227000,239000,245950,250750,252500,249000,245000,245000,245550,247000,239900,239900,244650
"Pelham Gardens","New York","NY","New York","Bronx",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,389000,379000,379000,389000,399000,399000,399000,399000,399000,377500,399000,379000,379000,379000,379000,379000,379000,399000,444010.5,429500,429500,359000,399000,409000,409000,439000,439000,439000,449499
"Northside Village","Houston","TX","Houston","Harris",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,149950,130000,133000,137500,144700,162500,174150,173200,169950,160000,169950,165000,185000,185000,185000,197000,194500,2e+05,197000,191999.5,2e+05,199900,189450,192250,189000,197750,192750,174900,170000,174999,190000,199900,215000,212000,217500,220000,2e+05
"Clairemont Mesa East","San Diego","CA","San Diego","San Diego",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374000,439450,469900,449000,452400,459450,470000,465000,471750,468000,452000,489000,499000,516000,512000,495000,475000,499900,515000,499900,515000
"Glassell Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544000,575000,554500,539000,549000,544250,499900,502450,559000,606950,599000,599000,580000,529500,559000,527000,581000,624499.5,629000,654250,665000,665000,669000,687000,690000,712000,695000
"Rosedale","New York","NY","New York","Queens",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000,359999.5,359990,369990,372495,379999,385000,369000,360000,359999,385000,385000,385000,387000,395000,405000,395000,377400,375000,376200,389000,389000,399999,419999,429999,412000,414495,420000,419990,439000,399000,399999,402499.5,420000,443500,438000,436500,442000
"College Point","New York","NY","New York","Queens",328,425000,445000,458000,449000,443358,468500,449500,449500,458888,488000,477000,475000,449000,429000,437000,429000,429000,434000,428000,419000,399999.5,399000,399000,399000,399000,389000,399000,409000,424950,399000,399000,399000,398000,398500,464499.5,459999,475000,470000,473518,469000,463500,488888,469000,485000,488888,488888,529000,542499.5,539999,538000,549900,549900,559000,544499.5,549400,575000,558000,561944,591944,591944,559000,559000,559000,549000,559000,599000,598500,629000,598000,598000,580000,624500,610000
"Meadowview","Sacramento","CA","Sacramento","Sacramento",329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,150950,145000,152450,159800,162900,165950,168000,169888,175900,179987,175000,169990,149450,165000,169900,175000,179000,179000,179000,181000,180000,188000,189888,179000,179000,186500
"Ravenswood","Chicago","IL","Chicago","Cook",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,277500,275000,281750,3e+05,335000,335000,339900,358000,350000,345900,325000,337000,305000,299500,299150,289900,318250,299900,299000,299950,285000,289000,315000,322250,315000,332500
"Aliamanu-Salt Lake-Foster Village","Honolulu","HI","Urban Honolulu, HI","Honolulu",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334000,325000,320000,315000,330000,362000,335000,360000,360000,352500,345000,339000,362500,358500,349000,355000,362500,359500,363000,340000,339500,352000,340000,339000,350000,349000,358000,369000,353750,353750,370000,360500,360000,356000,350000,349500,339000,335000
"Spring Branch East","Houston","TX","Houston","Harris",332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509990,450000,509900,466000,549000,604630,616696.5,634347.5,611972,612932.5,549800,600275,642240,627633,597023,549500,549900,569900,527500,520445,550000,579450,590000,539000
"Holmesburg","Philadelphia","PA","Philadelphia","Philadelphia",333,89900,84900,98900,99900,99000,99450,105000,106750,105000,104900,109900,107900,114950,114900,109900,104897,109500,109900,109500,109900,109900,99900,99450,99000,99900,102400,102950,96000,99900,99900,99900,94900,90949.5,95900,112000,112000,113700,118000,125000,124900,120000,119900,117000,119900,115000,116300,114900,114900,114899,115650,118450,119425,117450,119900,118500,114900,117900,115900,110000,110000,112450,110000,110000,113450,116420.5,113500,115900,115900,110000,110000,109900,109900,115000
"Marine Park","New York","NY","New York","Kings",334,469000,489000,479000,479000,469000,469000,459000,459000,449000,439000,439000,439000,439000,450000,448000,439000,459000,459000,479000,469000,469000,469000,469000,479000,469000,489000,479000,469000,469000,464450,449000,439000,439000,439000,475000,475000,477000,479000,479000,479000,469000,469000,470000,474000,479000,489000,479000,475000,469000,469500,479000,479000,469000,469000,469000,469000,469000,472000,472000,472000,489000,479000,549000,550000,599000,609000,629000,599000,599000,629000,629000,619000,629000
"McCully-Moiliili","Honolulu","HI","Urban Honolulu, HI","Honolulu",334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363000,349475,410000,415000,399000,409500,425000,397000,386950,382450,369000,379900,379500,422000,425000,433500,442000,429000,425000,448000,479000,507444,493500
"Northwest Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",336,289900,282400,279900,282450,279900,274900,275000,279900,284900,272400,269000,269000,272350,262450,249900,249900,265000,265000,274950,274900,269250,265000,262325,264750,260000,255000,249950,250000,255000,274900,270000,264000,244450,249000,274950,270000,279000,275950,284950,309999.5,314993.5,314950,307000,310000,319900,325000,320500,319500,314950,329000,319900,319500,319900,325000,325000,329900,319900,328450,324900,325000,335000,350000,335000,339000,350000,348500,352950,350000,349000,340000,337450,339900,362900
"Paradise Hills","Albuquerque","NM","Albuquerque","Bernalillo",337,2e+05,203000,209000,206900,207000,206500,204900,205000,205000,197000,189700,189250,179900,179000,179000,179000,185000,179990,179990,179900,179900,179233,173750,172500,175000,175000,173495,172995,174900,172995,176864,174995,175000,180000,199900,199900,205000,199400,199900,205000,205000,205250,205000,205000,209000,205000,208990,209990,204900,207490,210000,210000,212495,210000,210000,209900,209900,209900,209900,207500,204900,206000,210000,209450,209900,210000,204495,209900,215000,217455,217495,219990,218252.5
"Washington Avenue Coalition - Memorial Park","Houston","TX","Houston","Harris",338,3e+05,299900,302000,305000,305000,299900,299450,299000,299900,3e+05,309000,307000,305000,299000,299900,299900,307000,309900,310000,310000,310000,315000,319900,323771,319945,324500,324000,324500,329900,337050,337000,346500,338250,339900,344500,347000,349900,362000,364990,369000,369900,379900,389000,384900,389000,394000,394000,389995,399945,409945,419900,419900,429900,435000,439900,449000,449000,440000,449900,449900,445000,449000,446500,449900,449900,449000,449900,449900,450000,450000,450000,451990,449900
"Nevada-Lidgerwood","Spokane","WA","Spokane","Spokane",339,135000,135000,135000,134900,133700,129900,128800,124900,122200,119900,119900,120000,115000,114975,114900,109250,105000,1e+05,99900,99950,1e+05,99900,98900,99900,94900,89900,89900,89900,92500,99000,110000,108250,101000,1e+05,101500,1e+05,1e+05,101000,1e+05,100800,105000,108000,109000,104450,102997,109900,99250,99000,97900,99900,99997,1e+05,108000,109450,109900,112500,110000,110000,105000,95500,99250,110500,111500,112000,112500,113000,115900,119900,112000,112999,108900,105000,108900
"North End","Saint Paul","MN","Minneapolis-St Paul","Ramsey",340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116200,118675,113100,115810,119000,119450,124950,124900,119700,120000,135000,124900,119900,122150,124900,124900,124450,125000,131400,134900,139900,129900,129900,129900,124900,124900,129450
"Landmark-Van Dom","Alexandria","VA","Washington","Alexandria City",341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,274900,251200,269000,242400,270000,264500,249995,249500,244750,249900,279900,279949.5,3e+05,319500,297000,290450,290450,285300,279945,274500,284900,299900,272900,268000,269000,256444,239900,257200,260000,260000,249000,243000,238700
"Ogontz","Philadelphia","PA","Philadelphia","Philadelphia",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74950,75000,75000,78950,74950,74900,74900,74900,77000,73450,69950,72000,70000,70000,70000,75000,69950,72450,79950,79900,79900,84900,79400,74500,77750,79900,89700
"Pocket","Sacramento","CA","Sacramento","Sacramento",343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000,304950,340000,349000,329500,3e+05,324000,330000,339000,330000,349750,322450,341950,319950,359882,382450,377450,394499.5,398500,382500,367250,361200,359000,339900,339900,335500,339900
"Acres Home","Houston","TX","Houston","Harris",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101998,110169,102999,97000,95000,90000,88900,95000,97000,99150,89450,91450,105000,105000,105000,99900,97500
"Pelham Bay","New York","NY","New York","Bronx",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000,362450,365000,369000,365000,359450,397000,392000,424999.5,429000,427000,379000,379000,342900,395900,379000,395900,395900,405000,439000,434500,429000,414000,380000,360000,369900,329000
"Indian River","Chesapeake","VA","Virginia Beach","Chesapeake City",346,199700,197750,187408.5,179950,179900,178500,179900,179250,179700,169900,169000,160000,159900,159900,159900,164900,163250,159900,149900,157850,149900,149950,135000,135000,139250,148900,149900,149950,149900,149900,149900,146800,145000,144900,159900,157450,155000,159900,162000,175450,174900,172900,172700,172000,168750,165000,169949.5,175000,178000,174900,171950,175000,169280,175000,176400,175000,171525,172900,167000,163600,179894,179894,181450,187450,185000,182500,184700,177450,175000,175000,175000,169900,169900
"North Linden","Columbus","OH","Columbus","Franklin",347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44699.5,44499,40000,39900,39900,39950,39900,39900,42000,40500,45000,47575,48900,51450,49900,50000,45000,44000,44900,40000,40000,42950,45000,49000,50000,50000,53000,51000,49950,50000,53000,54000,54000
